Status_group,Region,District_name,Ward_name,Location,Source_group,Amount_tsh,Pop_served,Construction_year,Quality_group,Wptcode,Quality_group,Extraction_group,Breakdown_year,Payment_group,Funder,Installer,Management,Hardware Problem
functional,Mbeya,Mbarali,Ubaruku,"34.30488505,-8.667533523",borehole,0,0,unknown,enough,12073087103WP69_566,good,submersible,unknown,never pay,,,vwc,none
functional,Mbeya,Mbarali,Ubaruku,"34.30604415,-8.667298424",river/lake,0,0,unknown,seasonal,12073087103WP68_565,good,gravity,unknown,never pay,,,vwc,none
functional,Mbeya,Mbarali,Ubaruku,"34.31024393,-8.664439074",borehole,0,0,unknown,enough,12073087103WP60_557,good,submersible,unknown,never pay,,,vwc,none
functional,Mbeya,Mbarali,Ubaruku,"34.31490526,-8.678202716",river/lake,0,0,unknown,seasonal,12073087103WP58_555,good,gravity,unknown,never pay,,,vwc,none
functional,Mbeya,Mbarali,Ubaruku,"34.31057568,-8.680942923",river/lake,0,0,unknown,seasonal,12073087103WP56_553,good,gravity,unknown,never pay,,,vwc,none
functional,Mbeya,Mbarali,Ubaruku,"34.31741957,-8.684180963",river/lake,0,0,unknown,seasonal,12073087103WP54_551,good,gravity,unknown,never pay,,,vwc,none
functional,Mbeya,Mbarali,Ubaruku,"34.31677781,-8.680276548",river/lake,0,0,unknown,seasonal,12073087103WP53_550,good,gravity,unknown,never pay,,,vwc,none
functional,Mbeya,Mbarali,Ubaruku,"34.32429024,-8.682246055",river/lake,0,0,unknown,seasonal,12073087103WP50_547,good,gravity,unknown,never pay,,,vwc,none
functional,Mbeya,Mbarali,Ubaruku,"34.32692478,-8.680931171",river/lake,0,0,unknown,seasonal,12073087103WP49_546,good,gravity,unknown,never pay,,,vwc,none
functional,Mbeya,Mbarali,Ubaruku,"34.33209417,-8.683801966",river/lake,0,0,unknown,seasonal,12073087103WP48_545,good,gravity,unknown,never pay,,,vwc,none
functional,Mbeya,Mbarali,Ubaruku,"34.34043135,-8.683949495",borehole,0,0,unknown,enough,12073087103WP45_542,good,submersible,unknown,never pay,,,vwc,none
functional,Mbeya,Mbarali,Ubaruku,"34.32079797,-8.66412609",river/lake,0,0,unknown,seasonal,12073087103WP44_541,good,gravity,unknown,never pay,,,vwc,none
functional,Mbeya,Mbarali,Ubaruku,"34.32264415,-8.66571337",borehole,0,0,unknown,enough,12073087103WP43_540,good,submersible,unknown,never pay,,,vwc,none
functional,Mbeya,Mbarali,Ubaruku,"34.31802204,-8.675799064",borehole,0,0,unknown,enough,12073087103WP42_539,good,submersible,unknown,never pay,,,vwc,none
functional,Mbeya,Mbarali,Ubaruku,"34.30601471,-8.700337641",river/lake,0,0,unknown,seasonal,12073087103WP10_508,good,gravity,unknown,never pay,,,vwc,tap broken
functional,Mbeya,Momba,Tunduma,"32.80462444,-9.287315175",shallow well,0,0,unknown,insufficient,12063041193WP02_1123,good,india mark ii,unknown,monthly,Mbozi District Council,DDCA,vwc,none
functional,Mbeya,Momba,Tunduma,"32.80556914,-9.279150062",shallow well,0,0,unknown,enough,12063041193WP01_1122,good,india mark ii,unknown,monthly,Mbozi District Council,DDCA,vwc,none
functional,Mbeya,Mbeya Rural,Tembela,"33.62498648,-8.977875278",spring,0,0,unknown,enough,12023040033WP02_101,good,gravity,unknown,never pay,Government of Tanzania,District Council,wug,tap broken
functional,Mbeya,Mbeya Rural,Tembela,"33.62663988,-8.95968153",spring,0,0,unknown,enough,12023040033WP00_99,good,gravity,unknown,never pay,Government of Tanzania,District Council,wug,tap broken
functional,Mbeya,Mbeya Rural,Tembela,"33.61974287,-8.984308171",borehole,0,0,unknown,enough,12023040033WP01_100,salty,india mark ii,unknown,unknown,WWF,WWF,vwc,none
functional,Mbeya,Mbeya Rural,Tembela,"33.65958721,-8.997932245",river/lake,0,0,unknown,enough,12023040033WP05_103,good,gravity,unknown,on failure,Government of Tanzania,Central Government,wug,tap broken
functional,Mbeya,Mbeya Rural,Tembela,"33.65746568,-8.998645165",river/lake,0,0,unknown,enough,12023040033WP06_104,good,gravity,unknown,on failure,Government of Tanzania,Central Government,wug,tap broken
functional,Mbeya,Mbeya Rural,Tembela,"33.65620627,-8.999074909",river/lake,0,0,unknown,enough,12023040033WP07_105,good,gravity,unknown,on failure,Government of Tanzania,Central Government,wug,none
functional,Mbeya,Mbeya Rural,Tembela,"33.65319394,-8.998834575",river/lake,0,0,unknown,enough,12023040033WP08_106,good,gravity,unknown,on failure,Government of Tanzania,Central Government,wug,none
functional,Mbeya,Mbeya Rural,Tembela,"33.65056743,-8.998429727",river/lake,0,0,unknown,enough,12023040033WP09_107,good,gravity,unknown,on failure,Government of Tanzania,Central Government,wug,tap broken
functional,Mbeya,Mbeya Rural,Tembela,"33.65866724,-8.996425531",river/lake,0,0,unknown,enough,12023040033WP12_110,good,gravity,unknown,on failure,Government of Tanzania,Central Government,wug,tap broken
functional,Mbeya,Mbeya Rural,Tembela,"33.65952554,-8.99585834",river/lake,0,0,unknown,enough,12023040033WP11_109,good,gravity,unknown,on failure,Government of Tanzania,Central Government,wug,none
functional,Mbeya,Mbeya Rural,Tembela,"33.64890444,-8.998098768",river/lake,0,0,unknown,enough,12023040033WP10_108,good,gravity,unknown,on failure,Government of Tanzania,Central Government,wug,none
functional,Mbeya,Kyela,Talatala,"33.90589821,-9.505052041",spring,0,0,unknown,enough,12033039131WP23,good,gravity,unknown,monthly,DANIDA,Central government,vwc,none
functional,Mbeya,Kyela,Talatala,"33.91211216,-9.51268218",spring,0,0,unknown,enough,12033039131WP21,good,gravity,unknown,monthly,DANIDA,Central government,vwc,none
functional,Mbeya,Kyela,Talatala,"33.91228053,-9.515961875",spring,0,0,unknown,enough,12033039131WP20,good,gravity,unknown,monthly,DANIDA,Central government,vwc,none
functional,Mbeya,Kyela,Talatala,"33.91654791,-9.518923455",spring,0,0,unknown,enough,12033039131WP19,good,gravity,unknown,monthly,DANIDA,Central government,vwc,none
functional,Mbeya,Kyela,Talatala,"33.92216335,-9.521142332",spring,0,0,unknown,enough,12033039131WP18,good,gravity,unknown,monthly,DANIDA,Central government,vwc,none
functional,Mbeya,Kyela,Talatala,"33.91976007,-9.520432195",spring,0,0,unknown,enough,12033039131WP16,good,gravity,unknown,monthly,DANIDA,Central government,vwc,none
functional,Mbeya,Kyela,Talatala,"33.91685042,-9.517383253",spring,0,0,unknown,enough,12033039131WP15,good,gravity,unknown,monthly,DANIDA,Central government,vwc,none
functional,Mbeya,Kyela,Talatala,"33.91407735,-9.515512909",spring,0,0,unknown,enough,12033039131WP14,good,gravity,unknown,monthly,DANIDA,Central government,vwc,none
functional,Mbeya,Kyela,Talatala,"33.91332832,-9.506230644",spring,0,0,unknown,enough,12033039131WP12,good,gravity,unknown,monthly,DANIDA,Central government,vwc,none
functional,Mbeya,Kyela,Talatala,"33.85326155,-9.50442866",borehole,0,0,unknown,enough,12033039131WP10,good,nira/tanira,unknown,never pay,DADIS,DWE,water authority,none
functional,Mbeya,Kyela,Talatala,"33.84703846,-9.516355015",borehole,0,0,unknown,enough,12033039131WP09,good,nira/tanira,unknown,never pay,DADIS,DWE,water authority,none
functional,Mbeya,Kyela,Talatala,"33.83574323,-9.503779662",borehole,0,0,unknown,enough,12033039131WP08,good,nira/tanira,unknown,never pay,DADIS,DWE,water authority,none
functional,Mbeya,Kyela,Talatala,"33.86479598,-9.499471533",borehole,0,0,unknown,enough,12033039131WP07,good,nira/tanira,unknown,never pay,DADIS,DWE,water authority,none
functional,Mbeya,Kyela,Talatala,"33.88060514,-9.521056747",spring,0,0,unknown,enough,12033039131WP05,good,gravity,unknown,monthly,Wananchi,Wananchi,water authority,none
functional,Mbeya,Kyela,Talatala,"33.87794633,-9.516822205",spring,0,0,unknown,enough,12033039131WP06,good,gravity,unknown,monthly,Wananchi,Wananchi,water authority,none
functional,Mbeya,Kyela,Talatala,"33.88297118,-9.524305569",borehole,0,0,unknown,enough,12033039131WP04,good,nira/tanira,unknown,never pay,DADIS,DWE,water authority,none
functional,Mbeya,Kyela,Talatala,"33.88448621,-9.527012475",spring,0,0,unknown,enough,12033039131WP03,good,gravity,unknown,monthly,Wananchi,Wananchi,water authority,none
functional,Mbeya,Kyela,Talatala,"33.82690803,-9.488458336",borehole,0,0,unknown,enough,12033039121WP97,good,nira/tanira,unknown,never pay,DADIS,DWE,water authority,none
functional,Mbeya,Kyela,Talatala,"33.90810514,-9.505270064",spring,0,0,unknown,enough,12033039131WP28,good,gravity,unknown,monthly,DANIDA,Central government,vwc,none
functional,Mbeya,Kyela,Talatala,"33.90916528,-9.502541167",spring,0,0,unknown,enough,12033039131WP27,good,gravity,unknown,monthly,DANIDA,Central government,vwc,none
functional,Mbeya,Kyela,Talatala,"33.9179184,-9.511810319",spring,0,0,unknown,enough,12033039131WP25,good,gravity,unknown,monthly,DANIDA,Central government,vwc,none
functional,Mbeya,Kyela,Talatala,"33.91023699,-9.508462089",spring,0,0,unknown,enough,12033039131WP24,good,gravity,unknown,monthly,DANIDA,Central government,vwc,none
functional,Mbeya,Kyela,Talatala,"33.90785603,-9.508321982",spring,0,0,unknown,enough,12033039131WP22,good,gravity,unknown,monthly,DANIDA,Central government,vwc,none
