Status_group,Region,District_name,Ward_name,Location,Source_group,Amount_tsh,Pop_served,Construction_year,Quality_group,Wptcode,Quality_group,Extraction_group,Breakdown_year,Payment_group,Funder,Installer,Management,Hardware Problem
functional,Ruvuma,Nyasa,Utiri,"35.05583201,-10.86808173",spring,0,60,2012,enough,1003305705WP03,good,gravity,unknown,unknown,RC,RC,vwc,none
functional,Ruvuma,Nyasa,Utiri,"35.05578917,-10.8671089",spring,0,80,2011,enough,1003305705WP02,good,gravity,unknown,unknown,DANIDA,DANIDA,vwc,none
functional,Ruvuma,Tunduru,Tuwemacho,"37.43524069,-11.09733181",borehole,200,1,2004,enough,1001563008WP12_117,good,other handpump,unknown,monthly,TASAF,TASAF,vwc,none
functional,Ruvuma,Tunduru,Tuwemacho,"37.43695749,-11.09700598",borehole,200,1,2004,insufficient,1001563008WP11_116,good,other handpump,unknown,monthly,TASAF,TASAF,vwc,none
functional,Ruvuma,Tunduru,Tuwemacho,"37.43608352,-11.09581974",borehole,200,1,2004,insufficient,1001563008WP10_115,good,other handpump,unknown,monthly,TASAF,TASAF,vwc,none
functional,Ruvuma,Tunduru,Tuwemacho,"37.35543088,-11.13620498",borehole,0,1,2003,insufficient,1001563008WP09_114,good,other,2004,unknown,TASAF,TASAF,vwc,none
functional,Ruvuma,Tunduru,Tuwemacho,"37.35438358,-11.13872875",borehole,500,1,2003,enough,1001563008WP08_113,good,other handpump,unknown,monthly,TASAF,TASAF,vwc,none
functional,Ruvuma,Tunduru,Tuwemacho,"37.35235653,-11.14257436",borehole,500,1,2003,enough,1001563008WP07_112,good,other handpump,unknown,monthly,TASAF,TASAF,vwc,none
functional,Ruvuma,Tunduru,Tuwemacho,"37.4322892,-11.09702153",borehole,200,1,2004,enough,1001563008WP13_118,good,other handpump,unknown,monthly,TASAF,TASAF,vwc,none
functional,Ruvuma,Nyasa,Tingi,"35.02640546,-11.56432357",spring,500,350,2007,enough,1003305710WP30,good,gravity,unknown,monthly,Government of Tanzania,Government,vwc,none
functional,Ruvuma,Nyasa,Tingi,"35.05283185,-11.3178163",spring,2000,50,1998,enough,1003305710WP13,good,gravity,unknown,monthly,MISSION,MISSION,vwc,none
functional,Ruvuma,Mbinga,Tingi,"35.06227521,-11.32428258",spring,1000,80,1998,seasonal,1003305710WP06,good,gravity,unknown,monthly,Government of Tanzania,Government,vwc,none
functional,Ruvuma,Nyasa,Tingi,"35.07089064,-11.55703116",spring,500,450,2007,enough,1003305710WP33,good,gravity,unknown,monthly,Government of Tanzania,Government,vwc,none
functional,Ruvuma,Nyasa,Tingi,"35.07083603,-11.55640391",spring,500,450,2007,enough,1003305710WP32,good,gravity,unknown,monthly,Government of Tanzania,Government,vwc,none
functional,Ruvuma,Nyasa,Tingi,"35.07143819,-11.5563898",spring,500,450,2007,enough,1003305710WP31,good,gravity,unknown,monthly,Government of Tanzania,Government,vwc,none
functional,Ruvuma,Nyasa,Tingi,"35.03954399,-11.55631115",spring,500,250,2007,enough,1003305710WP28,good,gravity,unknown,monthly,Government of Tanzania,Government,vwc,none
functional,Ruvuma,Nyasa,Tingi,"35.03973702,-11.55748998",spring,500,250,2007,enough,1003305710WP27,good,gravity,unknown,monthly,Government of Tanzania,Government,vwc,none
functional,Ruvuma,Nyasa,Tingi,"35.0575437,-11.53833213",spring,500,360,2006,enough,1003305710WP26,good,gravity,unknown,monthly,Government of Tanzania,Government,vwc,none
functional,Ruvuma,Nyasa,Tingi,"35.06107046,-11.53785015",spring,500,450,2006,enough,1003305710WP24,good,gravity,unknown,monthly,Government of Tanzania,Government,vwc,none
functional,Ruvuma,Nyasa,Tingi,"35.06054101,-11.53678512",spring,500,450,2006,enough,1003305710WP23,good,gravity,unknown,monthly,Government of Tanzania,Government,vwc,none
functional,Ruvuma,Mbinga,Tingi,"35.06040483,-11.3337581",spring,1000,40,1998,seasonal,1003305710WP01,good,gravity,unknown,monthly,Government of Tanzania,Government,vwc,none
functional,Ruvuma,Nyasa,Tingi,"35.05999839,-11.538421",spring,500,360,2006,enough,1003305710WP21,good,gravity,unknown,monthly,Government of Tanzania,Government,vwc,none
functional,Ruvuma,Nyasa,Tingi,"35.05868591,-11.54032988",spring,500,256,2006,enough,1003305710WP20,good,gravity,unknown,monthly,Government of Tanzania,Government,vwc,none
functional,Ruvuma,Nyasa,Tingi,"35.06002856,-11.53981671",spring,500,156,2006,enough,1003305710WP19,good,gravity,unknown,monthly,Government of Tanzania,Government,vwc,none
functional,Ruvuma,Nyasa,Tingi,"35.07619737,-11.44859049",spring,0,126,unknown,enough,1003305710WP18,good,gravity,unknown,unknown,Mission,Mission,vwc,none
functional,Ruvuma,Nyasa,Tingi,"35.0554502,-11.31962183",spring,2000,60,1998,enough,1003305710WP14,good,gravity,unknown,monthly,MISSION,MISSION,vwc,none
functional,Ruvuma,Nyasa,Tingi,"35.061021,-11.53952862",spring,500,450,2006,enough,1003305710WP25,good,gravity,unknown,monthly,Government of Tanzania,Government,vwc,none
functional,Ruvuma,Nyasa,Tingi,"35.0535626,-11.31947469",spring,2000,60,1998,enough,1003305710WP12,good,gravity,unknown,monthly,MISSION,MISSION,vwc,none
functional,Ruvuma,Nyasa,Tingi,"35.05461031,-11.32081655",spring,200,60,1998,enough,1003305710WP11,good,gravity,unknown,monthly,MISSION,MISSION,vwc,none
functional,Ruvuma,Nyasa,Tingi,"35.05545441,-11.32132512",spring,200,160,1998,enough,1003305710WP10,good,gravity,unknown,on failure,MISSION,MISSION,vwc,none
functional,Ruvuma,Mbinga,Tingi,"35.06109905,-11.33160873",spring,1000,60,1998,enough,1003305710WP02,good,gravity,unknown,monthly,Government of Tanzania,Government,vwc,none
functional,Ruvuma,Mbinga,Tingi,"35.05990033,-11.32512537",spring,0,80,1998,seasonal,1003305710WP04,good,gravity,unknown,unknown,Government of Tanzania,Government,vwc,none
functional,Ruvuma,Mbinga,Tingi,"35.06133391,-11.32331944",spring,0,50,1998,seasonal,1003305710WP05,good,gravity,unknown,unknown,Government of Tanzania,Government,vwc,none
functional,Ruvuma,Mbinga,Tingi,"35.0564272,-11.32243239",spring,1000,60,1998,seasonal,1003305710WP09,good,gravity,unknown,monthly,Government of Tanzania,Government,vwc,none
functional,Ruvuma,Mbinga,Tingi,"35.05847229,-11.3247019",spring,1000,60,1998,seasonal,1003305710WP07,good,gravity,unknown,monthly,Government of Tanzania,Government,vwc,none
