Status_group,Region,District_name,Ward_name,Location,Source_group,Amount_tsh,Pop_served,Construction_year,Quality_group,Wptcode,Quality_group,Extraction_group,Breakdown_year,Payment_group,Funder,Installer,Management,Hardware Problem
functional,Simiyu,Maswa,Shishiyu,"33.57865826,-2.844329611",shallow well,0,0,unknown,enough,1702305915WP15_294,good,nira/tanira,unknown,never pay,Netherlands,DWE,wug,none
functional,Simiyu,Maswa,Shishiyu,"33.5818239,-2.834335541",shallow well,0,0,unknown,enough,1702305915WP16_295,good,nira/tanira,unknown,never pay,Netherlands,DWE,wug,none
functional,Simiyu,Maswa,Shishiyu,"33.59231696,-2.855643445",shallow well,0,0,unknown,enough,1702305915WP17_296,good,nira/tanira,unknown,never pay,Netherlands,DWE,wug,none
functional,Simiyu,Maswa,Shishiyu,"33.59634419,-2.859736817",shallow well,0,0,unknown,enough,1702305915WP18_297,salty,nira/tanira,unknown,never pay,Netherlands,DWE,wug,none
functional,Simiyu,Maswa,Shishiyu,"33.5570056,-2.855699088",shallow well,0,0,unknown,enough,1702305915WP22_301,good,swn 80,unknown,other,Netherlands,DWE,wug,none
functional,Simiyu,Maswa,Shishiyu,"33.55171181,-2.90503723",shallow well,0,0,unknown,enough,1702305915WP34_313,good,swn 80,unknown,never pay,Netherlands,DWE,wug,none
functional,Simiyu,Busega,Shigala,"33.682693,-2.381659003",shallow well,0,0,unknown,insufficient,19023054151WP10_759,salty,nira/tanira,unknown,never pay,HESAWA,DWE,vwc,none
functional,Simiyu,Busega,Shigala,"33.693276,-2.384765003",shallow well,0,0,unknown,insufficient,19023054151WP08_757,salty,nira/tanira,unknown,never pay,HESAWA,DWE,vwc,none
functional,Simiyu,Busega,Shigala,"33.678284,-2.389103003",shallow well,0,0,unknown,insufficient,19023054151WP04_753,good,nira/tanira,unknown,monthly,Government of Tanzania,DWE,vwc,none
functional,Simiyu,Maswa,Sengwa,"33.70729944,-3.402067692",shallow well,0,0,unknown,insufficient,1702305921WP06_631,good,nira/tanira,unknown,never pay,Netherlands,DWE,wug,none
functional,Simiyu,Maswa,Senani,"34.06711157,-3.178007997",shallow well,0,0,unknown,insufficient,1702305922WP31_662,good,nira/tanira,unknown,other,Netherlands,DWE,wug,none
functional,Simiyu,Maswa,Senani,"34.03142051,-3.190165175",shallow well,0,0,unknown,enough,1702305922WP15_646,good,nira/tanira,unknown,other,Netherlands,DWE,wug,none
functional,Simiyu,Maswa,Senani,"34.04331617,-3.2069115",shallow well,0,0,unknown,enough,1702305922WP17_648,good,nira/tanira,unknown,other,Netherlands,DWE,wug,none
functional,Simiyu,Maswa,Senani,"34.04563881,-3.218920771",shallow well,0,0,unknown,enough,1702305922WP18_649,good,nira/tanira,unknown,other,Netherlands,DWE,wug,none
functional,Simiyu,Maswa,Senani,"34.03221174,-3.228437834",shallow well,0,0,unknown,enough,1702305922WP09_640,good,nira/tanira,unknown,other,Netherlands,DWE,wug,none
functional,Simiyu,Maswa,Senani,"34.04621872,-3.178770415",shallow well,0,0,unknown,enough,1702305922WP39_670,good,swn 80,unknown,other,Netherlands,DWE,wug,none
